query (Name + Affiliation)	Author	Documents	h.index	Affiliation	City	Country.Territory
Albahri, Z#Charles University Prague	Albahri, Ziad	13	4	FakultnÃ­ Nemocnice Hradec KrÃ¡lovÃ©	Hradec Kralove	Czech Republic
Idrees, M M#Prince Sultan Military Medical City	Idrees, Majdy M.	48	16	Respiratory Division	Riyadh	Saudi Arabia
Arena, R#VA Palo Alto Health Care System	NA	NA	NA	NA	NA	NA
Atalay, A#Cukurova University	Atalay, Atakan	44	7	Ankara City Hospital	Cankaya	Turkey
Barreiro, T#Northeast Ohio Medical University	Barreiro, Timothy J.	29	6	Mercy Health â St. Elizabeth Youngstown Hospital	Youngstown	United States
Stehlik, J#	Stehlik, Josef	311	73	University of Utah School of Medicine	Salt Lake City	United States
Buyukakilli, B#Mersin University	Buyukakilli, Belgin	33	11	Mersin Ãniversitesi	Mersin	Turkey
Marczin, N#Semmelweis University	Marczin, NÃ¡ndor	137	31	Royal Brompton & Harefield NHS Foundation Trust	London	United Kingdom
Monnet, X#Universite Paris Saclay	Monnet, Xavier	296	64	Hypertension ArtÃ©rielle Pulmonaire : Physiopathologie et Innovation ThÃ©rapeutique	Le Plessis-Robinson	France
Valença, S S#Universidade do Estado do Rio de Janeiro	Dos Santos ValenÃ§a, Samuel	109	32	Universidade Federal do Rio de Janeiro	Rio de Janeiro	Brazil
Aschner, J L#Childrens Hospital at Montefiore	Aschner, Judy Lynn	172	47	Albert Einstein College of Medicine of Yeshiva University	New York	United States
Freund-Michel, V#Institut National de la Sante et de la Recherche Medicale	Freund-Michel, VÃ©ronique C.	42	19	UniversitÃ© de Bordeaux	Bordeaux	France
Gelabert-González, M#Complexo Hospitalario Universitario de Santiago de Compostela	Gelabert-GoÅzÃ¡lez, Miguel	204	20	Universidad de Santiago de Compostela, Facultad de Medicina y OdontologÃ­a	Santiago de Compostela	Spain
Manganiello, S#University of Eastern Piedmont Amedeo Avogadro	Manganiello, Sabrina	13	6	Cardiac Surgery Unit	Novara	Italy
Bowler, R P#Aix-Marseille Universite	Bowler, Russell P.	245	46	National Jewish Health	Denver	United States
Fu, Y C#National Yang Ming Chiao Tung University	Fu, Yunching	168	26	National Chung Hsing University	Taichung	Taiwan
Holzer, F#Hochschule Offenburg	NA	NA	NA	NA	NA	NA
Kim, C H#Mayo Clinic Phoenix	Kim, Chul Ho	51	15	Mayo Clinic	Rochester	United States
Laux, D#Hopital Universitaire Necker-Enfants Malades - APHP	Laux, Daniela	33	13	HÃ´pital Necker Enfants Malades	Paris	France
Chen, Y J#Peking University	Chen, Xiaoyuan Shawn	1186	176	NUS Yong Loo Lin School of Medicine	Singapore City	Singapore
Tonini, G#Sapienza University Rome	Tonini, Giuseppe	525	65	UniversitÃ  Campus Bio-Medico di Roma	Rome	Italy
Mason, M K#Children's Hospital Colorado	Mason, Mysha K.	2	2	University of Colorado School of Medicine	Denver	United States
Mohite, P N#Harefield Hospital	Mohite, Prashant Nanasaheb	136	22	Harefield Hospital	Harefield	United Kingdom
Date, H#Kyoto University	Date, Hiroshi	868	62	Graduate School of Medicine	Kyoto	Japan
Muñoz, P#European University of Madrid	MuÃ±oz, Patricia E.	577	85	Centro de InvestigaciÃ³n BiomÃ©dica en Red de Enfermedades Respiratorias	Madrid	Spain
Nojiri, T#National Cerebral & Cardiovascular Center - Japan	Nojiri, Takashi	57	21	Higashiosaka City Medical Center	Higashiosaka	Japan
Numan, M T#University of Texas Health Science Center Houston	Numan, Mohammed T.	39	12	University of Texas Health Science Center at Houston	Houston	United States
Poterucha, J T#Mayo Clinic	Poterucha, Joseph T.	35	22	Mayo Clinic	Rochester	United States
Ramchandran, R#University of Illinois Chicago Hospital	Ramchandran, Ramaswamy	34	21	University of Illinois College of Medicine	Chicago	United States
Rodriguez-Roisin, R#CIBERES	RodrÃ­guez-RoisÃ­n, Roberto M.	424	90	Centro de InvestigaciÃ³n BiomÃ©dica en Red de Enfermedades Respiratorias	Madrid	Spain
Sawhney, V#	Sawhney, Vipen K.	75	26	University of Saskatchewan	Saskatoon	Canada
Schenkel, F#Municipal Hospital Karlsruhe	NA	NA	NA	NA	NA	NA
de Andrade, J A#University of Alabama Birmingham	de Andrade, JoÃ£o A.M.	66	28	Vanderbilt University Medical Center	Nashville	United States
Stehlik, J#Wythenshawe Hospital	NA	NA	NA	NA	NA	NA
Szymanska, S#Children's Memorial Health Institute	SzymaÅska, Sylwia	37	8	Instytut "Pomnik - Centrum Zdrowia Dziecka"	Warsaw	Poland
Wilkens, H#Leipzig University	NA	NA	NA	NA	NA	NA
Wolfe, A M#University of Colorado Anschutz Medical Campus	Wolfe, Allison M.	1	1	University of Colorado Anschutz Medical Campus	Aurora	United States
Xu, L S#Shandong University	Xu, Lisheng	240	25	College of Medicine and Biological Information Engineering, Northeastern University	Shenyang	China
Yetimakman, A F#Istanbul Kanuni Sultan Suleyman Training & Research Hospital	YetÄ±makman, AyÅe Filiz	18	5	Kocaeli Ãniversitesi	Izmir	Turkey
Stehlik, J#	Stehlik, Josef	311	73	University of Utah School of Medicine	Salt Lake City	United States
Thistlethwaite, P A#Vanderbilt University	NA	NA	NA	NA	NA	NA
McCrindle, B W#NIH National Heart Lung & Blood Institute	Mccrindle, Brian W.	750	107	Hospital for Sick Children University of Toronto	Toronto	Canada
Taniguchi, H#Kindai University	Taniguchi, Hiroshi	1	1	Kindai University	Higashiosaka	Japan
Rizzo, A M#University of Milan	Rizzo, Angela Maria	94	27	UniversitÃ  degli Studi di Milano	Milan	Italy
Horstman, M J#Baylor College of Medicine	Horstman, Molly J.	27	8	Baylor College of Medicine	Houston	United States
Aaron, S D#Ottawa Hospital Research Institute	Aaron, Shawn David	303	65	Ottawa Hospital Research Institute	Ottawa	Canada
Daniels, L B#University of California San Diego	Daniels, Lori B.	175	45	University of California, San Diego	La Jolla	United States
Smithson, S#St. Louis Children's Hospital	NA	NA	NA	NA	NA	NA
Held, M#University of Wurzburg	Held, Matthias	130	32	WÃ¼rzburg	Wurzburg	Germany
Babu, A S#Manipal Academy of Higher Education	Babu, Abraham Samuel	87	21	Manipal College of Health professions	Manipal	India
Kristensen, S D#	Kristensen, Steen Dalby	383	66	Aarhus Universitetshospital	Aarhus	Denmark
Anand, A S#	Anand, Sonia S.	456	103	McMaster University	Hamilton	Canada
Davidson, M J#Brigham & Women's Hospital	Davidson, Michael J.	40	16	Brigham and Women's Hospital	Boston	United States
Mancuso, P#Vanderbilt University	NA	NA	NA	NA	NA	NA
Shenoy, M H#Loma Linda University	Shenoy, Maithili H.	11	5	Ascension St. Vincent Family Medicine Center	Jacksonville	United States
Tong, C W#Texas A&M University System	Tong, Carl W.	28	15	Texas A&M University College of Medicine	Bryan	United States
Ou, X M#Sichuan University	Ou, Xumin	142	15	Ministry of Education of the People's Republic of China	Beijing	China
Miller, A L#Harvard Medical School	Miller, Alexander L.	151	52	University of Texas Health Science Center at San Antonio	San Antonio	United States
Bell, C M#Lunenfeld Tanenbaum Research Institute	Bell, Chaim M.	373	63	University of Toronto Faculty of Medicine	Toronto	Canada
Wilkes, D S#Indiana University Bloomington	Wilkes, David Stephen	157	46	University of Virginia School of Medicine	Charlottesville	United States
Fernandes, T M#University of California San Diego	Fernandes, Timothy M.	40	9	University of California, San Diego	La Jolla	United States
Abman, S H#University of Colorado Anschutz Medical Campus	Abman, Steven H.	506	88	University of Colorado Anschutz Medical Campus	Aurora	United States
Bancalari, E#University of Miami	Bancalari, Eduardo H.	335	58	University of Miami Leonard M. Miller School of Medicine	Miami	United States
Bandera, F#University of Pavia	NA	NA	NA	NA	NA	NA
Ben-Tal, A#University of Bristol	NA	NA	NA	NA	NA	NA
Gommers, D#Erasmus MC	Gommers, Diederik A.M.P.J.	263	41	Erasmus MC	Rotterdam	Netherlands
Bloomfield, G S#Duke University	Bloomfield, Gerald Samuel	143	31	Duke University School of Medicine	Durham	United States
Blumenthal, R#University of Pretoria	Blumenthal, Ryan	47	11	University of Pretoria	Pretoria	South Africa
Caudron, J#Institut National de la Sante et de la Recherche Medicale	NA	NA	NA	NA	NA	NA
Chaouat, A#Hopital Marie Lannelongue	NA	NA	NA	NA	NA	NA
Chen, T#Soochow University - China	Chen, Gang Fen T.	905	67	University of Jinan	Jinan	China
Park, K H#Hallym University	Park, Ki-ho	417	45	Seoul National University Hospital	Seoul	South Korea
Liu, J H#Taipei Veterans General Hospital	Liu, Jingshuang Jinglan	2022	116	Northeast Institute of Geography and Agroecology	Changchun	China
Cheng, T J#Shuang Ho Hospital	NA	NA	NA	NA	NA	NA
Cottin, V#Universite Claude Bernard Lyon 1	Cottin, Vincent	707	87	UniversitÃ© de Lyon	Lyon	France
D'Alto, M#University of Munster	NA	NA	NA	NA	NA	NA
Allen, B W#Sechenov Institute of Evolutionary Physiology & Biochemistry	NA	NA	NA	NA	NA	NA
Jiang, X J#Peking Union Medical College	Jiang, Xiongjing	109	22	Fuwai Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College	Beijing	China
Drollmann, A#Novartis	Drollmann, Anton Franz	27	15	Novartis International AG	Basel	Switzerland
Kappes, J#Ruprecht Karls University Heidelberg	Kappes, JÃ¶rg Hendrik	33	16	UniversitÃ¤t Heidelberg	Heidelberg	Germany
Engels, G E#University of Groningen	Engels, Gerwin Erik	23	10	Haemoscan B.V.	Groningen	Netherlands
Faludi, R#University of Pecs	Faludi, RÃ©ka	36	13	University of PÃ©cs Medical School	Pecs	Hungary
Oldenburg, O#Ruhr University Bochum	Oldenburg, Olaf	184	38	Clemenshospital MÃ¼nster	Munster	Germany
Zhao, L#University of Oxford	Zhao, Yunlong	92	45	Imperial College London	London	United Kingdom
Lang, I M#Medical University of Vienna	Lang, Irene M.	311	74	Medizinische UniversitÃ¤t Wien	Vienna	Austria
Gokce, N#Boston University	Gokce, Noyan	94	52	Boston University Chobanian & Avedisian School of Medicine	Boston	United States
Gotts, J E#University of California San Francisco	Gotts, Jeffrey E.	43	22	Kaiser Permanente	Oakland	United States
Graham, B B#University of Colorado Anschutz Medical Campus	Graham, Brian B.	99	34	San Francisco General Hospital and Trauma Center	San Francisco	United States
Guttendorf, J#University of Pittsburgh	Guttendorf, Jane	11	5	UPMC Presbyterian	Pittsburgh	United States
Wang, K Y#Chung Shan Medical University	Wang, Kuoyang	96	21	China Medical University Hospital	Taichung	Taiwan
Jackson, B R#Rollins School Public Health	Jackson, Brendan R.	143	40	Centers for Disease Control and Prevention	Atlanta	United States
Gülgün, M#Gulhane Military Medical Academy	GÃ¼lgÃ¼n, Mustafa	84	9	University of Health Sciences	Istanbul	Turkey
Uçar, B#Eskisehir Osmangazi University	UÃ§ar, Birsen	34	14	EskiÅehir Osmangazi Ãniversitesi	Eskisehir	Turkey
Kirk, R#Childrens Hospital of Philadelphia	Kirk, Richard C.	129	43	IRCCS Ospedale Pediatrico Bambino GesÃ¹	Rome	Italy
Hollmann, M W#Academic Medical Center Amsterdam	Hollmann, M. Werner	562	74	Amsterdam UMC - University of Amsterdam	Amsterdam	Netherlands
Valente, A M#Harvard Medical School	Valente, Anne Marie	189	45	Brigham and Women's Hospital	Boston	United States
Hooper, S B#National Cerebral & Cardiovascular Center - Japan	NA	NA	NA	NA	NA	NA
Lopes, A A#Universidade de Sao Paulo	Lopes, R. T.	530	33	Universidade Federal do Rio de Janeiro	Rio de Janeiro	Brazil
Zausig, Y A#University of Munich	NA	NA	NA	NA	NA	NA
Magaki, S#David Geffen School of Medicine at UCLA	Magaki, Shino D.	56	17	Ronald Reagan UCLA Medical Center	Los Angeles	United States
Meier, B#University Hospital of Bern	Meier, Bernhard	911	97	University Hospital Bern	Bern	Switzerland
Mirsaeidi, M#Fondazione IRCCS San Gerardo dei Tintori	NA	NA	NA	NA	NA	NA
Mocumbi, A O#Eduardo Mondlane University	Mocumbi, Ana Olga H.	192	37	EN 1	Marracuene	Mozambique
Morla, O#CHU de Nantes	Morla, Olivier	12	6	CHU de Nantes	Nantes	France
Pollesello, P#Orion Corporation	Pollesello, Piero	142	44	Orion Corporation	Abo	Finland
Newton, K#National Jewish Health	Newton, Kelly M.	2	2	National Jewish Health	Denver	United States
Ninomiya, T#Kyushu University	Ninomiya, Toshiharu	478	93	Graduate School of Medical Sciences	Fukuoka	Japan
Mueller-Goymann, C C#Fraunhofer Gesellschaft	NA	NA	NA	NA	NA	NA
Malouf, M#St Vincents Hospital Sydney	Malouf, Monique A.	68	29	St. Vincent's Hospital Sydney	Sydney	Australia
Ramanan, S#	Ramanan, Sundaram V.	37	6	Professor of Medicine	West Hartford	United States
Maron, B A#VA Boston Healthcare System	Maron, Bradley A.	199	41	University of Maryland	Bethesda	United States
Saure, E W#Haukeland University Hospital	Saure, Eirunn Waatevik	8	7	Universitetet i Bergen	Bergen	Norway
Seferian, A#Hopital Marie Lannelongue	Seferian, Andrei Horia	50	23	Faculty of Medicine	Saclay	France
Shah, A M#University of Michigan	Shah, Mubarak A.	519	98	Great Room	Singapore City	Singapore
Sharp, C R#Tufts University	Sharp, Claire R.	103	23	Murdoch University	Perth	Australia
Sobczyk, D#Medical University of Warsaw	Sobczyk, Dorota	72	15	John Paul II Medical Center	Krakow	Poland
Sorantin, E#Medical University of Graz	Sorantin, Erich H.	186	28	Medizinische UniversitÃ¤t Graz	Graz	Austria
Gowda, S T#Children's Hospital of Michigan	Gowda, Srinath T.	26	6	Texas Children's Hospital	Houston	United States
Rufino, R#Universidade do Estado do Rio de Janeiro	Rufino, RogÃ©rio Lopes	58	14	Universidade do Estado do Rio de Janeiro	Rio de Janeiro	Brazil
van Stee, L#University of Guelph	NA	NA	NA	NA	NA	NA
Vincent, J#Pfizer	Vincent, John	77	29	Pfizer Inc.	New York	United States
Violi, F#Sapienza University Rome	Violi, Francesco	708	83	Sapienza UniversitÃ  di Roma	Rome	Italy
Watanabe, M#University of Tokyo	Watanabe, Masahiko	604	105	Faculty of Medicine	Sapporo	Japan
Yoshihisa, A#Fukushima Medical University	Yoshihisa, Akiomi	196	30	Fukushima Medical University	Fukushima	Japan
He, B#Peking University	Bu, Xianhe	670	99	Nankai University	Tianjin	China
Gorenflo, M#Ruprecht Karls University Heidelberg	Gorenflo, Matthias	153	26	UniversitÃ¤tsklinikum Heidelberg	Heidelberg	Germany
De Bruin, M L#Utrecht University	De Bruin, Marie L.	148	36	Utrechts Instituut voor Farmaceutische Wetenschappen	Utrecht	Netherlands
Goodin, D S#University of Alabama Birmingham	NA	NA	NA	NA	NA	NA
Zhu, L#Shandong University	Zhu, Hailiang	999	70	Nanjing University	Nanjing	China
Ding, C H#Sun Yat Sen University	Ding, Changhai H.	336	54	Southern Medical University	Guangzhou	China
Kovacs, K#University of Pecs	KovÃ¢cs, PÃ©ter P.	337	28	IVF Center	Budapest	Hungary
Holtz, L R#Washington University	Holtz, Ronald L.	67	24	U.S. Naval Research Laboratory	Washington, D.C.	United States
Wojciak-Stothard, B#Imperial College London	WÃ³jciak-Stothard, Beata	55	29	National Heart and Lung Institute	London	United Kingdom
Mizuno, Y#Yokohama City University	Mizuno, Yasushi	102	13	Fujita Health University School of Medicine	Toyoake	Japan
Jackson, W F#Michigan State University	Jackson, William F.	112	34	MSU College of Osteopathic Medicine	East Lansing	United States
Holzmann, M J#Karolinska University Hospital	Holzmann, Martin J.	176	30	Karolinska Institutet	Stockholm	Sweden
Li, E Y#Sun Yat Sen University	Li, Yaner	2	1	Sun Yat-Sen University Cancer Center	Guangzhou	China
Yu, I T S#Chinese University of Hong Kong	Yu, Ignatius Tak Sun	204	42	Chinese University of Hong Kong	Hong Kong	Hong Kong
Gan, H L#Capital Medical University	Gan, Huili	51	13	Beijing Anzhen Hospital, Capital Medical University	Beijing	China
Liu, S#Capital Medical University	Liu, Jingshuang Jinglan	2022	116	Northeast Institute of Geography and Agroecology	Changchun	China
Bennett, S H#University of California Davis	Bennett, Stephen H.	37	13	University of California, San Francisco	San Francisco	United States
Rehel, J L#Hopital Universitaire Necker-Enfants Malades - APHP	NA	NA	NA	NA	NA	NA
Skulstad, H#University of Oslo	Skulstad, Helge	110	31	Rikshospitalet-Radiumhospitalet HF	Oslo	Norway
Concatto, N H#University of Liverpool	Henz Concatto, NatÃ¡lia	10	5	Hospital Moinhos de Vento	Porto Alegre	Brazil
De Gasperi, A#Azienda Ospedaliera - Universita di Padova	de Gasperi, Andrea	117	23	Asst Grande Ospedale Metropolitano Niguarda	Milan	Italy
Dempsey, J A#University of Wisconsin Madison	Dempsey, Jerome A.	371	87	University of Wisconsin-Madison	Madison	United States
Wilson, N#Auckland City Hospital	Wilson, Nigel J.	119	33	Paediatric Cardiologist	NA	New Zealand
Farooqi, A#Emory University	NA	NA	NA	NA	NA	NA
Ferrer, M#Hospital Clinic de Barcelona	Ferrer, Miquel I.	231	59	Centro de InvestigaciÃ³n BiomÃ©dica en Red de Enfermedades Respiratorias	Madrid	Spain
DeMauro, S B#Childrens Hospital of Philadelphia	DeMauro, Sara Bonamo	149	31	University of Pennsylvania Perelman School of Medicine	Philadelphia	United States
Goo, H W#Asan Medical Center	Goo, Hyun-woo	162	36	University of Ulsan College of Medicine	Seoul	South Korea
Greiner, S#Ruprecht Karls University Heidelberg	Greiner, Steffen	37	26	Centre for Organismal Studies (COS)	Heidelberg	Germany
Huggins, J T#Albany Medical College	NA	NA	NA	NA	NA	NA
Iwasawa, T#Yokohama City University	Iwasawa, Tae	197	28	Kanagawa Cardiovascular and Respiratory Center	Yokohama	Japan
Jones, G#Guy's & St Thomas' NHS Foundation Trust	Jones, David Gareth	49	21	Royal Brompton & Harefield NHS Foundation Trust	London	United Kingdom
Mancebo, J#Autonomous University of Barcelona	Mancebo, Jordi B.Y.J.	284	62	Hospital de La Santa Creu I Sant Pau	Barcelona	Spain
Kancherla, V#Rollins School Public Health	Kancherla, Vijaya	95	25	Rollins School of Public Health	Atlanta	United States
Kataoka, Y#South Australian Health & Medical Research Institute	Kataoka, Yu	177	35	National Cerebral and Cardiovascular Center	Suita	Japan
Klompas, M#Johns Hopkins Bloomberg School of Public Health	NA	NA	NA	NA	NA	NA
Kovacs, G#Ludwig Boltzmann Institute	KovÃ¡cs, Gabor G.	176	42	Medizinische UniversitÃ¤t Graz	Graz	Austria
Krause, U#University of Gottingen	Krause, Ulrich C.	164	19	Abt. F. Allgemein- G.	NA	Germany
White, R J#University of Rochester	White, Robert J.	196	27	Case Western Reserve University	Cleveland	United States
Salameh, P#University Balamand	Salameh, Pascale R.	522	38	UniversitÃ© Libanaise	Beirut	Lebanon
Liou, S H#Fu Jen Catholic University	NA	NA	NA	NA	NA	NA
Wu, Z J#Air Force Military Medical University	Wu, Junzheng	41	13	The Fourth Military Medical University	Xi'an	China
Greenough, A#King's College Hospital	Greenough, A.	932	61	Faculty of Life Sciences & Medicine	London	United Kingdom
Hayes, P C#Royal Infirmary of Edinburgh	Hayes, Peter Clive	578	72	Royal Infirmary of Edinburgh	Edinburgh	United Kingdom
Peacock, A J#Golden Jubilee Hospital	Peacock, Andrew John	133	46	Golden Jubilee National Hospital	Clydebank	United Kingdom
