Mol ID	Molecule name	Molecule name.link	MW	AlogP	HDon	HAcc	OB (%)	Caco-2	BBB	DL	FASA-	HL
MOL007186	Karounidiol	https://tcmsp-e.com/molecule.php?qn=7186	440.78	5.96	2	2	26.26	0.77	-0.08	0.77	0.22	
MOL007187	stigmast-7,22-dien-3β-o-d-glucoside	https://tcmsp-e.com/molecule.php?qn=7187	574.93	5.89	4	6	21.20	-0.19	-0.92	0.62	0.21	
MOL007188	quercetin-5-o-β-d-glucoside	https://tcmsp-e.com/molecule.php?qn=7188	464.41	-0.40	8	12	4.78	-1.50	-2.47	0.80	0.34	
MOL007189	MESACONATE	https://tcmsp-e.com/molecule.php?qn=7189	130.11	0.44	2	4	69.77	-0.30	-0.53	0.02	0.38	11.80
MOL007190	isophytol	https://tcmsp-e.com/molecule.php?qn=7190	296.60	7.14	1	1	5.90	1.38	1.21	0.13	0.23	
MOL007192	quercetin-3-o-beta-d-glucuronide	https://tcmsp-e.com/molecule.php?qn=7192	478.39	-0.38	8	13	1.81	-1.80	-2.55	0.79	0.34	
MOL007193	quercetin,3-o-b-d-glucuronide	https://tcmsp-e.com/molecule.php?qn=7193	478.39	-0.38	8	13	1.40	-1.82	-2.56	0.79	0.35	
MOL007194	kaempferol,3-glucoside	https://tcmsp-e.com/molecule.php?qn=7194	448.41	-0.32	7	11	1.04	-1.31	-1.99	0.74	0.31	
MOL007195	kaempferol,3-glucoside_qt	https://tcmsp-e.com/molecule.php?qn=7195	286.25	0.60	4	6	6.66	0.18	-0.57	0.24	0.04	
MOL007196	kaempferol,3-galactoside	https://tcmsp-e.com/molecule.php?qn=7196	448.41	-0.32	7	11	19.61	-1.33	-2.09	0.74	0.31	
MOL007197	DFA	https://tcmsp-e.com/molecule.php?qn=7197	169.24	3.38	1	1	31.13	1.85	1.87	0.05	0.49	7.72
MOL007198	GCO	https://tcmsp-e.com/molecule.php?qn=7198	196.18	-2.73	6	7	15.15	-2.06	-4.94	0.04	0.27	
MOL007199	Pentenal	https://tcmsp-e.com/molecule.php?qn=7199	84.13	1.37	0	1	50.20	1.23	1.54	0.00	0.34	11.73
MOL007200	Decylcyclohexane	https://tcmsp-e.com/molecule.php?qn=7200	224.48	7.10	0	0	5.11	1.83	1.99	0.07	0.14	
MOL007201	brahmic acid	https://tcmsp-e.com/molecule.php?qn=7201	504.78	3.24	5	6	17.60	-0.63	-1.31	0.70	0.25	
MOL007202	2-Nonynoic acid	https://tcmsp-e.com/molecule.php?qn=7202	154.23	3.27	1	2	36.68	0.85	0.81	0.02	0.28	4.88
MOL007205	nelumboside_qt	https://tcmsp-e.com/molecule.php?qn=7205	478.39	-1.54	8	13	4.40	-1.50	-2.15	0.79	0.03	
MOL007206	Armepavine	https://tcmsp-e.com/molecule.php?qn=7206	313.43	3.61	1	4	69.31	1.30	0.91	0.29	0.25	3.85
MOL007207	Machiline	https://tcmsp-e.com/molecule.php?qn=7207	285.37	2.83	3	4	79.64	0.78	0.09	0.24	0.27	3.70
MOL007208	3-Decyne	https://tcmsp-e.com/molecule.php?qn=7208	138.28	4.61	0	0	37.09	1.89	2.00	0.01	0.22	6.61
MOL007209	adamantane	https://tcmsp-e.com/molecule.php?qn=7209	136.26	3.00	0	0	53.57	1.77	2.13	0.05	0.15	10.68
MOL007210	o-Nornuciferine	https://tcmsp-e.com/molecule.php?qn=7210	281.38	3.32	1	3	33.52	1.23	0.84	0.36	0.26	2.26
MOL007211	(2S,3S,4S,5R)-2,3,4,5,6-pentahydroxyhexanoic acid	https://tcmsp-e.com/molecule.php?qn=7211	196.18	-2.73	6	7	19.18	-2.22	-5.09	0.04	0.31	
MOL007212	dehydroroemerine	https://tcmsp-e.com/molecule.php?qn=7212	263.31	3.30	1	3	15.21	1.47	0.90	0.47	0.32	
MOL007213	Nuciferin	https://tcmsp-e.com/molecule.php?qn=7213	295.41	3.57	0	3	34.43	1.22	0.83	0.40	0.24	3.07
MOL007214	(+)-Leucocyanidin	https://tcmsp-e.com/molecule.php?qn=7214	306.29	1.09	6	7	37.61	-0.45	-1.00	0.27	0.36	0.90
MOL007215	5'-o-methyladenosine	https://tcmsp-e.com/molecule.php?qn=7215	281.31	-1.61	4	8	22.45	-0.78	-0.94	0.20	0.18	
MOL007216	n-nornuciferine	https://tcmsp-e.com/molecule.php?qn=7216	281.38	3.03	1	3	22.53	1.21	0.73	0.36	0.22	
MOL007217	leucodelphinidin	https://tcmsp-e.com/molecule.php?qn=7217	322.29	0.82	7	8	30.02	-0.72	-1.58	0.31	0.35	1.14
MOL007218	Remerin	https://tcmsp-e.com/molecule.php?qn=7218	279.36	3.37	0	3	40.75	1.31	0.97	0.52	0.32	7.17
MOL007219	kaempferol 3-o-bata-d-galactopyranoside	https://tcmsp-e.com/molecule.php?qn=7219	448.41	-0.32	7	11	1.20	-1.31	-1.94	0.74	0.30	
MOL007220	beta -cyclogeraniol diglycoside	https://tcmsp-e.com/molecule.php?qn=7220	478.60	-0.94	7	11	3.31	-1.90	-2.37	0.67	0.25	
MOL007221	.beta.-Cyclogeraniol	https://tcmsp-e.com/molecule.php?qn=7221	154.28	2.55	1	1	52.06	1.30	1.56	0.03	0.21	11.71
MOL007222	RNG	https://tcmsp-e.com/molecule.php?qn=7222	78.12	1.83	0	0	29.10	1.81	2.09	0.01	0.46	
MOL007223	quercetin-3-o-glucuronide	https://tcmsp-e.com/molecule.php?qn=7223	478.39	-0.38	8	13	1.38	-1.61	-2.45	0.79	0.34	
MOL007224	myricetin-3-o-glucopyranoside	https://tcmsp-e.com/molecule.php?qn=7224	480.41	-0.85	9	13	2.68	-1.66	-2.51	0.79	0.31	
MOL007225	myricetin-3-o-glucopyranoside_qt	https://tcmsp-e.com/molecule.php?qn=7225	318.25	0.07	6	8	5.52	-0.22	-1.03	0.31	0.04	
MOL007226	dehydronuciferine	https://tcmsp-e.com/molecule.php?qn=7226	293.39	3.85	0	3	21.23	1.28	0.86	0.41	0.26	
MOL007227	myricetin-3-o-beta-d-glucopyranoside	https://tcmsp-e.com/molecule.php?qn=7227	480.41	-0.85	9	13	1.43	-1.86	-2.51	0.79	0.31	
MOL007228	kaempferol-3-o-beta-d-glucoside	https://tcmsp-e.com/molecule.php?qn=7228	448.41	-0.32	7	11	2.77	-1.29	-1.99	0.74	0.31	
MOL007229	Cyclooctene	https://tcmsp-e.com/molecule.php?qn=7229	110.22	3.21	0	0	47.71	1.81	2.15	0.01	0.20	11.25
MOL007230	Malonic ester	https://tcmsp-e.com/molecule.php?qn=7230	160.19	0.76	0	4	14.81	0.71	0.52	0.02	0.26	
MOL007231	gramisterol	https://tcmsp-e.com/molecule.php?qn=7231	412.77	7.75	1	1	44.19	1.40	1.03	0.75	0.24	5.61
MOL007233	Methyl nonylate	https://tcmsp-e.com/molecule.php?qn=7233	172.30	3.43	0	2	54.12	1.25	1.37	0.03	0.18	4.52
MOL007234	Isopropyl caprate	https://tcmsp-e.com/molecule.php?qn=7234	214.39	4.61	0	2	33.08	1.29	1.25	0.05	0.21	3.72
MOL007235	physalin a	https://tcmsp-e.com/molecule.php?qn=7235	526.58	0.50	3	10	77.08	-0.98	-1.45	0.27	0.40	14.78
MOL007236	physalin d	https://tcmsp-e.com/molecule.php?qn=7236	544.60	-0.77	3	11	86.74	-1.59	-2.17	0.13	0.38	15.70
MOL007237	physalin o	https://tcmsp-e.com/molecule.php?qn=7237	528.60	0.48	3	10	7.54	-1.00	-1.32	0.27	0.41	
MOL007238	physalin b	https://tcmsp-e.com/molecule.php?qn=7238	510.58	1.03	1	9	72.82	-0.58	-0.72	0.14	0.35	12.18
MOL007239	cornutaside c	https://tcmsp-e.com/molecule.php?qn=7239	767.07	2.19	8	13	6.24	-2.01	-2.70	0.17	0.22	
MOL007240	cornutaside c_qt	https://tcmsp-e.com/molecule.php?qn=7240	472.78	5.33	3	4	17.31	0.05	-0.75	0.74	0.23	
MOL007241	cornutaside a	https://tcmsp-e.com/molecule.php?qn=7241	809.11	2.56	7	14	13.88	-1.99	-2.89	0.14	0.24	
MOL007242	cornutaside a	https://tcmsp-e.com/molecule.php?qn=7242	646.95	4.46	4	9	18.95	-0.63	-1.48	0.31	0.25	
MOL007243	santalol	https://tcmsp-e.com/molecule.php?qn=7243	220.39	3.66	1	1	40.17	1.23	1.12	0.09	0.25	1.22
MOL007244	3,4-di-o-caffeoylquinic acid	https://tcmsp-e.com/molecule.php?qn=7244	516.49	1.56	7	12	1.76	-1.18	-1.55	0.70	0.36	
MOL007245	3-Methylkempferol	https://tcmsp-e.com/molecule.php?qn=7245	300.28	1.84	3	6	60.16	0.37	-0.49	0.26	0.36	16.36
MOL007246	2-hydroxy ursolicacid	https://tcmsp-e.com/molecule.php?qn=7246	472.78	5.50	3	4	17.66	0.18	-0.48	0.74	0.25	
MOL007247	23-hydroxyursolic acid	https://tcmsp-e.com/molecule.php?qn=7247	472.78	5.38	3	4	13.31	0.06	-0.65	0.74	0.25	
MOL007248	27-o-(z)-coumaroyloxyursolicacid	https://tcmsp-e.com/molecule.php?qn=7248	618.93	7.62	3	6	23.89	0.07	-0.86	0.42	0.31	
MOL007249	3-Hydroxynorlupen-2-one	https://tcmsp-e.com/molecule.php?qn=7249	428.77	5.79	1	2	17.42	0.95	0.58	0.78	0.25	
MOL007250	3-beta-hydroxylup-20(29)-en-30-al	https://tcmsp-e.com/molecule.php?qn=7250	440.78	6.57	1	2	44.34	1.02	0.48	0.79	0.25	8.15
MOL007251	pedunculoside	https://tcmsp-e.com/molecule.php?qn=7251	650.94	2.32	7	10	3.30	-1.45	-2.33	0.37	0.23	
MOL007252	pedunculoside_qt	https://tcmsp-e.com/molecule.php?qn=7252	488.78	4.23	4	5	43.79	-0.37	-1.17	0.71	0.25	5.32
MOL007253	Asiatic acid	https://tcmsp-e.com/molecule.php?qn=7253	488.78	4.41	4	5	16.69	-0.33	-1.02	0.72	0.23	
MOL007254	Arjunolic acid	https://tcmsp-e.com/molecule.php?qn=7254	488.78	4.36	4	5	23.22	-0.32	-1.01	0.72	0.24	
MOL007255	(-)-Drimenol	https://tcmsp-e.com/molecule.php?qn=7255	222.41	3.54	1	1	45.66	1.25	1.38	0.10	0.21	8.54
MOL007256	Myristamide	https://tcmsp-e.com/molecule.php?qn=7256	227.44	4.85	2	2	21.37	1.18	1.23	0.07	0.18	
MOL007257	ilexsideii	https://tcmsp-e.com/molecule.php?qn=7257	929.23	0.43	11	18	3.53	-3.11	-4.24	0.06	0.23	
MOL007258	ilexoside ii	https://tcmsp-e.com/molecule.php?qn=7258	929.23	0.43	11	18	1.98	-2.74	-3.96	0.06	0.24	
MOL007259	ilexoside ii_qt	https://tcmsp-e.com/molecule.php?qn=7259	472.78	5.32	3	4	17.67	0.23	-0.37	0.73	0.25	
MOL007260	Isorhamnetin-3-mono-beta-D-glucoside	https://tcmsp-e.com/molecule.php?qn=7260	478.44	-0.34	7	12	4.11	-1.35	-2.07	0.80	0.34	
MOL007261	neolignan	https://tcmsp-e.com/molecule.php?qn=7261	384.41	3.36	2	7	14.79	0.33	-0.75	0.49	0.23	
MOL007262	Methyl phenylacetate	https://tcmsp-e.com/molecule.php?qn=7262	150.19	1.72	0	2	22.70	1.24	1.39	0.03	0.35	
MOL007263	Methyl succinate	https://tcmsp-e.com/molecule.php?qn=7263	146.16	0.09	0	4	50.15	0.50	0.24	0.02	0.19	7.41
MOL007264	agnuside	https://tcmsp-e.com/molecule.php?qn=7264	466.48	-1.33	6	11	22.01	-1.92	-2.53	0.83	0.32	
MOL007265	agnusid_qt	https://tcmsp-e.com/molecule.php?qn=7265	304.32	0.42	3	6	19.89	-0.56	-1.30	0.27	0.35	
MOL007266	C10328	https://tcmsp-e.com/molecule.php?qn=7266	335.44	1.81	1	6	23.36	0.16	0.05	0.40	0.24	
MOL007267	methyl 3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyl)oxybenzoate	https://tcmsp-e.com/molecule.php?qn=7267	336.27	1.78	5	9	2.26	-0.43	-1.08	0.28	0.40	
MOL007268	Proglobeflowery acid	https://tcmsp-e.com/molecule.php?qn=7268	236.29	3.01	2	4	42.58	0.66	0.33	0.09	0.30	5.13
MOL007269	Veratramide	https://tcmsp-e.com/molecule.php?qn=7269	181.21	0.80	2	4	29.32	0.66	0.38	0.05	0.25	
MOL007270	DIMETHYL SUBERATE	https://tcmsp-e.com/molecule.php?qn=7270	202.28	1.92	0	4	16.93	0.63	0.38	0.05	0.16	
MOL007271	Methyl veratrate	https://tcmsp-e.com/molecule.php?qn=7271	196.22	1.65	0	4	55.35	0.76	0.62	0.05	0.25	3.54
MOL007272	Homovanillyl alcohol	https://tcmsp-e.com/molecule.php?qn=7272	168.21	1.26	2	3	38.20	0.49	0.05	0.04	0.26	0.74
MOL007273	Globeflowery acid	https://tcmsp-e.com/molecule.php?qn=7273	236.29	2.52	1	4	51.85	0.70	0.57	0.11	0.30	2.76
MOL007274	Skrofulein	https://tcmsp-e.com/molecule.php?qn=7274	314.31	2.57	2	6	30.35	0.72	-0.34	0.30	0.26	15.80
MOL007275	BDF	https://tcmsp-e.com/molecule.php?qn=7275	180.18	-2.56	5	6	58.48	-1.52	-3.98	0.05	0.23	11.17
MOL007276	VERATRIC ACID	https://tcmsp-e.com/molecule.php?qn=7276	182.19	1.40	1	4	58.77	0.73	0.46	0.05	0.27	5.85
MOL007277	salicylaldoxime	https://tcmsp-e.com/molecule.php?qn=7277	137.15	1.41	2	3	31.90	0.46	0.30	0.03	0.40	-2.01
MOL007278	Salmoxanthin/ Trollixanthin	https://tcmsp-e.com/molecule.php?qn=7278	600.96	7.39	3	4	30.53	0.43	-1.94	0.50	0.34	4.05
MOL007279	procyanidin,b	https://tcmsp-e.com/molecule.php?qn=7279	578.56	3.36	10	12	3.01	-0.89	-2.09	0.66	0.33	
MOL007280	3-methylquercetin	https://tcmsp-e.com/molecule.php?qn=7280	316.28	1.57	4	7	30.85	0.25	-0.58	0.30	0.30	15.19
MOL007281	1,3-dimethoxy-2-o-beta-xylo-pyranosyl-5-o-beta-glucopyranosyl-benzene	https://tcmsp-e.com/molecule.php?qn=7281	478.50	-1.63	6	13	21.88	-1.44	-2.26	0.65	0.14	
MOL007282	1,3-dimethoxy-2-o-beta-xylo-pyranosyl-5-o-beta-glucopyranosyl-benzene_qt	https://tcmsp-e.com/molecule.php?qn=7282	316.34	0.28	3	8	13.28	0.01	-0.35	0.21	0.12	
MOL007283	procyanidin b2	https://tcmsp-e.com/molecule.php?qn=7283	578.56	3.36	10	12	3.01	-1.14	-2.02	0.66	0.32	
MOL007284	Procyanidin B4	https://tcmsp-e.com/molecule.php?qn=7284	578.56	3.36	10	12	14.58	-0.94	-1.93	0.66	0.33	
MOL007285	Procyanidol C1	https://tcmsp-e.com/molecule.php?qn=7285	866.83	4.80	15	18	18.98	-1.99	-3.86	0.10	0.34	
MOL007286	(2R,3S,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychroman-8-yl]-8-[(2R,3S,4S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychroman-4-yl]chroman-3,5,7-triol	https://tcmsp-e.com/molecule.php?qn=7286	866.83	4.80	15	18	3.01	-2.05	-3.44	0.10	0.35	
MOL007287	emodin-8-o-beta-d-glucopyranoside	https://tcmsp-e.com/molecule.php?qn=7287	432.41	0.59	6	10	10.03	-1.47	-2.29	0.80	0.33	
MOL007288	emodin-8-o-beta-d-glucopyranoside_qt	https://tcmsp-e.com/molecule.php?qn=7288	270.25	2.49	3	5	22.61	0.23	-0.66	0.24	0.42	
MOL007289	3-methyl-gossypetin,8-o-beta-d-glucopyranoside	https://tcmsp-e.com/molecule.php?qn=7289	494.44	-0.60	8	13	1.50	-1.54	-2.61	0.82	0.28	
MOL007290	2-(3,4-dihydroxyphenyl)-5,7,8-trihydroxy-3-methoxy-chromone	https://tcmsp-e.com/molecule.php?qn=7290	332.28	1.30	5	8	13.61	0.19	-0.79	0.33	0.29	
MOL007291	Hecogenin	https://tcmsp-e.com/molecule.php?qn=7291	430.69	3.74	1	4	15.86	0.38	-0.32	0.79	0.20	
MOL007292	lapathoside,a	https://tcmsp-e.com/molecule.php?qn=7292	987.00	4.63	8	21	3.03	-2.31	-3.74	0.16	0.35	
MOL007293	3,5-dimethylquercetin	https://tcmsp-e.com/molecule.php?qn=7293	330.31	1.82	3	7	25.70	0.44	-0.44	0.33	0.26	
MOL007294	procyanidin A2	https://tcmsp-e.com/molecule.php?qn=7294	576.54	3.58	9	12	12.25	-0.99	-2.20	0.40	0.37	
MOL007295	2-(4-methoxyphenyl)-7-methyl-chromone	https://tcmsp-e.com/molecule.php?qn=7295	266.31	3.61	0	3	28.74	1.16	0.46	0.20	0.36	
MOL007296	glucose ,d-glucose	https://tcmsp-e.com/molecule.php?qn=7296	424.78	7.26	0	1	16.72	1.48	1.35	0.77	0.24	
MOL007297	tannin	https://tcmsp-e.com/molecule.php?qn=7297	1,701.27	8.18	25	46	7.40	-5.61	-7.24	0.03	0.47	
MOL007298	3,4-Dihydroxybenzamide	https://tcmsp-e.com/molecule.php?qn=7298	153.15	0.30	4	4	58.90	0.21	-0.13	0.03	0.40	11.70
MOL007299	glutinol	https://tcmsp-e.com/molecule.php?qn=7299	426.80	7.30	1	1	9.74	1.44	1.30	0.76	0.22	
MOL007300	6-o-galloyl-d-glucose	https://tcmsp-e.com/molecule.php?qn=7300	330.32	-1.06	7	9	11.44	-1.53	-2.48	0.26	0.32	
MOL007301	3,,8-dihydroxy-10-methoxy-5-h-isochromeno[4,,3-b]chromen-7-one	https://tcmsp-e.com/molecule.php?qn=7301	312.29	1.84	2	6	59.70	0.66	-0.18	0.49	0.30	15.50
MOL007302	madecassoside	https://tcmsp-e.com/molecule.php?qn=7302	991.26	-0.28	13	21	3.03	-4.16	-5.22	0.05	0.25	
MOL007303	madecassoside_qt	https://tcmsp-e.com/molecule.php?qn=7303	504.78	3.24	5	6	16.89	-0.67	-1.23	0.70	0.22	
MOL007304	3,4-di-o-caffeoylquinic,acid	https://tcmsp-e.com/molecule.php?qn=7304	544.55	2.37	5	12	3.61	-1.26	-2.34	0.74	0.41	
MOL007305	(1S,3S,4R,5S)-3,4-bis[[(E)-3-(3,4-dihydroxyphenyl)acryloyl]oxy]-1,5-dihydroxy-cyclohexane-1-carboxylic acid	https://tcmsp-e.com/molecule.php?qn=7305	516.49	1.56	7	12	1.78	-1.09	-2.11	0.69	0.38	
MOL007306	3,5-dicaffeoyl-4-malonylquinic,acid	https://tcmsp-e.com/molecule.php?qn=7306	602.54	1.73	7	15	2.90	-1.62	-2.53	0.58	0.40	
MOL007307	castillicetin	https://tcmsp-e.com/molecule.php?qn=7307	464.40	3.14	6	10	2.81	-0.23	-1.27	0.79	0.35	
MOL007308	castilliferol	https://tcmsp-e.com/molecule.php?qn=7308	432.40	3.67	4	8	2.24	0.00	-0.96	0.74	0.36	
MOL007309	asiaticoside,c	https://tcmsp-e.com/molecule.php?qn=7309	971.32	0.20	12	18	1.73	-3.76	-4.87	0.04	0.24	
MOL007310	asiaticoside,c_qt	https://tcmsp-e.com/molecule.php?qn=7310	502.81	4.50	4	5	15.44	-0.42	-1.17	0.69	0.27	
MOL007311	asiaticoside-b	https://tcmsp-e.com/molecule.php?qn=7311	991.26	-0.33	13	21	1.90	-4.18	-5.15	0.05	0.24	
MOL007312	asiaticoside-b_qt	https://tcmsp-e.com/molecule.php?qn=7312	504.78	3.20	5	6	10.22	-0.61	-1.28	0.70	0.24	
MOL007313	Xanthanoic acid	https://tcmsp-e.com/molecule.php?qn=7313	226.24	2.69	1	3	48.07	0.73	0.59	0.16	0.45	3.07
MOL007314	kaempferol,3-o-b-d-glucuronide	https://tcmsp-e.com/molecule.php?qn=7314	462.39	-0.11	7	12	1.69	-1.59	-2.36	0.76	0.35	
MOL007315	3,5-di-o-caffeoylquinic,acid	https://tcmsp-e.com/molecule.php?qn=7315	544.55	2.37	5	12	3.63	-1.10	-2.16	0.73	0.42	
MOL007316	3,5-di-o-caffeoylquinic acid	https://tcmsp-e.com/molecule.php?qn=7316	516.49	1.56	7	12	1.79	-1.17	-2.24	0.68	0.38	
MOL007317	asiaticoside,f	https://tcmsp-e.com/molecule.php?qn=7317	943.21	-0.93	12	19	8.59	-3.40	-4.58	0.04	0.25	
MOL007318	asiaticoside,f_qt	https://tcmsp-e.com/molecule.php?qn=7318	472.73	3.58	4	5	25.56	-0.27	-1.05	0.62	0.24	
MOL007319	madecassoside,acid	https://tcmsp-e.com/molecule.php?qn=7319	504.78	3.24	5	6	11.15	-0.97	-1.44	0.70	0.24	
MOL007320	8-acetoxycentellynol	https://tcmsp-e.com/molecule.php?qn=7320	274.39	4.18	1	3	65.94	0.66	-0.16	0.12	0.35	3.30
MOL007321	[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4R,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl] (1S,2R,4aS,6aR,6aS,6bR,8aR,9R,10R,11R,12aR,14bR)-10,11-dihydroxy-9-(hydroxymet	https://tcmsp-e.com/molecule.php?qn=7321	959.26	-0.10	12	19	8.08	-3.27	-4.22	0.06	0.23	
MOL007322	(1R,2R,5S)-2,6,6-trimethylnorpinan-3-one	https://tcmsp-e.com/molecule.php?qn=7322	152.26	1.77	0	1	49.95	1.31	1.75	0.06	0.27	11.38
MOL007323	madasiatic acid	https://tcmsp-e.com/molecule.php?qn=7323	488.78	4.33	4	5	18.42	-0.24	-0.95	0.72	0.25	
MOL007324	madecassoside	https://tcmsp-e.com/molecule.php?qn=7324	975.26	-1.27	13	20	1.95	-3.85	-4.94	0.06	0.24	
MOL007325	30469-22-8	https://tcmsp-e.com/molecule.php?qn=7325	152.26	1.77	0	1	49.95	1.30	1.68	0.06	0.27	11.38
MOL007326	Cynarin(e)	https://tcmsp-e.com/molecule.php?qn=7326	516.49	1.56	7	12	31.76	-0.95	-2.37	0.68	0.37	3.13
MOL007327	Uregit	https://tcmsp-e.com/molecule.php?qn=7327	303.15	4.15	1	4	7.95	0.66	0.07	0.12	0.51	
MOL007328	asiaticoside	https://tcmsp-e.com/molecule.php?qn=7328	975.26	0.89	12	20	9.37	-3.09	-3.86	0.06	0.23	
MOL007329	asiaticoside_qt	https://tcmsp-e.com/molecule.php?qn=7329	488.78	4.41	4	5	13.86	-0.34	-0.84	0.72	0.25	
MOL007330	MENTHOL	https://tcmsp-e.com/molecule.php?qn=7330	156.30	2.78	1	1	43.31	1.27	1.49	0.03	0.20	10.59
MOL007331	2-Butyl-4-hydroxyanisole	https://tcmsp-e.com/molecule.php?qn=7331	180.27	2.95	1	2	66.46	1.36	1.30	0.05	0.26	10.81
MOL007332	3-methyldecane	https://tcmsp-e.com/molecule.php?qn=7332	156.35	5.19	0	0	17.77	1.81	2.05	0.02	0.19	
MOL007333	9-Thiafluorene	https://tcmsp-e.com/molecule.php?qn=7333	184.27	3.89	0	0	53.69	1.82	1.66	0.08	0.30	11.85
MOL007334	3-bromoisonicotinic acid	https://tcmsp-e.com/molecule.php?qn=7334	202.01	1.03	1	3	8.71	0.49	0.24	0.03	0.48	
MOL007335	(6R)-3,5,6-trihydroxy-2-isovaleryl-4,6-bis(3-methylbut-2-enyl)cyclohexa-2,4-dien-1-one	https://tcmsp-e.com/molecule.php?qn=7335	362.51	3.42	3	5	0.78	0.34	-0.10	0.24	0.30	
MOL007336	vitexin_qt	https://tcmsp-e.com/molecule.php?qn=7336	284.28	2.82	3	5	42.66	0.55	-0.40	0.24	0.39	16.14
MOL007337	lupulone	https://tcmsp-e.com/molecule.php?qn=7337	414.64	5.94	2	4	4.57	0.77	0.18	0.32	0.31	
MOL007338	Acetylthymol	https://tcmsp-e.com/molecule.php?qn=7338	192.28	3.28	0	2	24.09	1.31	1.47	0.05	0.31	
MOL007339	2,5-ditert-butylphenol	https://tcmsp-e.com/molecule.php?qn=7339	206.36	4.36	1	1	24.19	1.64	1.71	0.06	0.28	
MOL007340	Methyl carvacrol	https://tcmsp-e.com/molecule.php?qn=7340	164.27	3.49	0	1	31.76	1.71	1.87	0.04	0.27	10.92
MOL007341	alphitotic acid	https://tcmsp-e.com/molecule.php?qn=7341	470.76	5.30	3	4	16.80	0.12	-0.59	0.77	0.28	
MOL007342	soya-cerebroside i	https://tcmsp-e.com/molecule.php?qn=7342	714.16	8.57	7	10	3.86	-1.39	-2.34	0.36	0.21	
MOL007343	soya-cerebroside i_qt	https://tcmsp-e.com/molecule.php?qn=7343	552.00	10.32	4	5	21.22	-0.07	-1.11	0.50	0.20	
MOL007344	tryptophane	https://tcmsp-e.com/molecule.php?qn=7344	385.35	-0.39	4	11	28.55	-1.04	-1.64	0.24	0.31	
MOL007345	Boc-D-Trp-OH	https://tcmsp-e.com/molecule.php?qn=7345	304.38	2.85	3	5	68.76	0.46	0.28	0.20	0.26	-0.22
MOL007346	sn-Gro-1-P	https://tcmsp-e.com/molecule.php?qn=7346	172.09	-2.22	4	6	3.95	-1.70	-4.56	0.02	0.36	
MOL007347	Boc-D-Tyr-OH	https://tcmsp-e.com/molecule.php?qn=7347	281.34	2.28	3	6	78.27	0.25	-0.03	0.13	0.36	-0.03
MOL007348	PQN	https://tcmsp-e.com/molecule.php?qn=7348	450.77	10.25	0	2	47.60	1.53	0.81	0.66	0.28	27.97
MOL007349	phosphatidylinositol	https://tcmsp-e.com/molecule.php?qn=7349	867.29	11.26	6	13	8.96	-1.36	-2.68	0.21	0.20	
MOL007350	1,2-Distearoyl-L-phosphatidic acid	https://tcmsp-e.com/molecule.php?qn=7350	705.13	13.56	2	8	19.23	-0.15	-1.63	0.31	0.20	
MOL007351	12β,27-dihydroxysolasodine	https://tcmsp-e.com/molecule.php?qn=7351	445.71	2.05	4	5	11.72	-0.13	-0.95	0.76	0.18	
MOL007352	23-o-acetyl-12β-hydroxysolasodine	https://tcmsp-e.com/molecule.php?qn=7352	487.75	2.94	3	6	12.17	0.02	-0.80	0.63	0.19	
MOL007353	solamargine	https://tcmsp-e.com/molecule.php?qn=7353	868.19	0.90	9	16	30.01	-2.30	-3.05	0.04	0.21	11.80
MOL007354	Uttronin A	https://tcmsp-e.com/molecule.php?qn=7354	1,035.32	-1.59	12	22	11.91	-3.21	-4.10	0.02	0.18	
MOL007355	acetylcholine	https://tcmsp-e.com/molecule.php?qn=7355	146.24	-1.19	0	2	27.80	1.04	1.16	0.02	0.12	
MOL007356	solanocapsine	https://tcmsp-e.com/molecule.php?qn=7356	430.75	3.49	4	4	52.94	0.39	-0.22	0.67	0.19	7.86
MOL007357	Ac-Shanz-ME	https://tcmsp-e.com/molecule.php?qn=7357	448.47	-2.88	5	12	15.84	-1.91	-2.54	0.59	0.24	
MOL007358	uttroside a_qt	https://tcmsp-e.com/molecule.php?qn=7358	286.31	-1.13	2	7	11.51	-0.37	-0.75	0.17	0.24	
MOL007359	Pterosin B glucoside	https://tcmsp-e.com/molecule.php?qn=7359	380.48	1.30	4	7	16.07	-0.76	-1.39	0.46	0.31	
MOL007360	quercetin-3-gentiobioside	https://tcmsp-e.com/molecule.php?qn=7360	626.57	-2.33	11	17	3.45	-2.55	-3.41	0.64	0.34	
MOL007361	desgalactotigonin	https://tcmsp-e.com/molecule.php?qn=7361	1,035.32	-1.59	12	22	11.50	-2.75	-3.67	0.02	0.21	
MOL007362	Spirostan-3-ol, (3alpha,5alpha,25S)-	https://tcmsp-e.com/molecule.php?qn=7362	416.71	4.88	1	3	16.88	0.70	0.05	0.81	0.19	
